Check failed for (fp32): alpha = -6.283185; beta = -1.570796; gamma = -0.7853982; diff = 8.498178e-08; -1000/1000
Check failed for (fp32): alpha = 5.648584; beta = 1.412146; gamma = 0.706073; diff = 5.960464e-08; 899/1000
Check failed for (fp32): alpha = 5.654867; beta = 1.413717; gamma = 0.7068583; diff = 5.960464e-08; 900/1000
Check failed for (fp32): alpha = 5.66115; beta = 1.415288; gamma = 0.7076438; diff = 5.960464e-08; 901/1000
Check failed for (fp32): alpha = 5.667433; beta = 1.416858; gamma = 0.7084292; diff = 8.940697e-08; 902/1000
Check failed for (fp32): alpha = 5.673717; beta = 1.418429; gamma = 0.7092146; diff = 5.960464e-08; 903/1000
Check failed for (fp32): alpha = 5.679999; beta = 1.42; gamma = 0.7099999; diff = 5.960464e-08; 904/1000
Check failed for (fp32): alpha = 5.692566; beta = 1.423142; gamma = 0.7115708; diff = 5.960464e-08; 906/1000
Check failed for (fp32): alpha = 5.698849; beta = 1.424712; gamma = 0.7123562; diff = 5.960464e-08; 907/1000
Check failed for (fp32): alpha = 5.705132; beta = 1.426283; gamma = 0.7131416; diff = 5.960464e-08; 908/1000
Check failed for (fp32): alpha = 5.711415; beta = 1.427854; gamma = 0.7139269; diff = 8.940697e-08; 909/1000
Check failed for (fp32): alpha = 5.717699; beta = 1.429425; gamma = 0.7147124; diff = 8.940697e-08; 910/1000
Check failed for (fp32): alpha = 5.723982; beta = 1.430995; gamma = 0.7154977; diff = 5.960464e-08; 911/1000
Check failed for (fp32): alpha = 5.730265; beta = 1.432566; gamma = 0.7162831; diff = 8.940697e-08; 912/1000
Check failed for (fp32): alpha = 5.742831; beta = 1.435708; gamma = 0.7178539; diff = 8.940697e-08; 914/1000
Check failed for (fp32): alpha = 5.767964; beta = 1.441991; gamma = 0.7209955; diff = 8.940697e-08; 918/1000
Check failed for (fp32): alpha = 5.780531; beta = 1.445133; gamma = 0.7225664; diff = 8.940697e-08; 920/1000
Check failed for (fp32): alpha = 5.786814; beta = 1.446703; gamma = 0.7233517; diff = 5.960464e-08; 921/1000
Check failed for (fp32): alpha = 5.793097; beta = 1.448274; gamma = 0.7241371; diff = 5.960464e-08; 922/1000
Check failed for (fp32): alpha = 5.83708; beta = 1.45927; gamma = 0.7296349; diff = 5.960464e-08; 929/1000
Check failed for (fp32): alpha = 5.849646; beta = 1.462411; gamma = 0.7312057; diff = 8.940697e-08; 931/1000
Check failed for (fp32): alpha = 5.855929; beta = 1.463982; gamma = 0.7319911; diff = 8.940697e-08; 932/1000
Check failed for (fp32): alpha = 5.862212; beta = 1.465553; gamma = 0.7327765; diff = 8.940697e-08; 933/1000
Check failed for (fp32): alpha = 5.893628; beta = 1.473407; gamma = 0.7367035; diff = 8.940697e-08; 938/1000
Check failed for (fp32): alpha = 5.906194; beta = 1.476549; gamma = 0.7382743; diff = 5.960464e-08; 940/1000
Check failed for (fp32): alpha = 5.912477; beta = 1.478119; gamma = 0.7390597; diff = 7.450581e-08; 941/1000
Check failed for (fp32): alpha = 5.918761; beta = 1.47969; gamma = 0.7398451; diff = 5.960464e-08; 942/1000
Check failed for (fp32): alpha = 5.925044; beta = 1.481261; gamma = 0.7406305; diff = 8.940697e-08; 943/1000
Check failed for (fp32): alpha = 5.95646; beta = 1.489115; gamma = 0.7445575; diff = 7.450581e-08; 948/1000
Check failed for (fp32): alpha = 5.962743; beta = 1.490686; gamma = 0.7453429; diff = 1.043081e-07; 949/1000
Check failed for (fp32): alpha = 5.975309; beta = 1.493827; gamma = 0.7469137; diff = 7.450581e-08; 951/1000
Check failed for (fp32): alpha = 5.981593; beta = 1.495398; gamma = 0.7476991; diff = 7.450581e-08; 952/1000
Check failed for (fp32): alpha = 5.987876; beta = 1.496969; gamma = 0.7484845; diff = 8.940697e-08; 953/1000
Check failed for (fp32): alpha = 5.994159; beta = 1.49854; gamma = 0.7492698; diff = 7.450581e-08; 954/1000
Check failed for (fp32): alpha = 6.006725; beta = 1.501681; gamma = 0.7508407; diff = 5.960464e-08; 956/1000
Check failed for (fp32): alpha = 6.019292; beta = 1.504823; gamma = 0.7524115; diff = 8.940697e-08; 958/1000
Check failed for (fp32): alpha = 6.025575; beta = 1.506394; gamma = 0.7531968; diff = 7.450581e-08; 959/1000
Check failed for (fp32): alpha = 6.031858; beta = 1.507964; gamma = 0.7539822; diff = 7.450581e-08; 960/1000
Check failed for (fp32): alpha = 6.050708; beta = 1.512677; gamma = 0.7563385; diff = 8.940697e-08; 963/1000
Check failed for (fp32): alpha = 6.056991; beta = 1.514248; gamma = 0.7571238; diff = 7.450581e-08; 964/1000
Check failed for (fp32): alpha = 6.088407; beta = 1.522102; gamma = 0.7610508; diff = 7.450581e-08; 969/1000
Check failed for (fp32): alpha = 6.100973; beta = 1.525243; gamma = 0.7626216; diff = 5.960464e-08; 971/1000
Check failed for (fp32): alpha = 6.107256; beta = 1.526814; gamma = 0.7634071; diff = 7.450581e-08; 972/1000
Check failed for (fp32): alpha = 6.119823; beta = 1.529956; gamma = 0.7649778; diff = 8.940697e-08; 974/1000
Check failed for (fp32): alpha = 6.132389; beta = 1.533097; gamma = 0.7665486; diff = 8.195639e-08; 976/1000
Check failed for (fp32): alpha = 6.151238; beta = 1.53781; gamma = 0.7689048; diff = 8.940697e-08; 979/1000
Check failed for (fp32): alpha = 6.157522; beta = 1.53938; gamma = 0.7696902; diff = 7.450581e-08; 980/1000
Check failed for (fp32): alpha = 6.163805; beta = 1.540951; gamma = 0.7704756; diff = 6.705523e-08; 981/1000
Check failed for (fp32): alpha = 6.176371; beta = 1.544093; gamma = 0.7720464; diff = 7.450581e-08; 983/1000
Check failed for (fp32): alpha = 6.214071; beta = 1.553518; gamma = 0.7767588; diff = 8.940697e-08; 989/1000
Check failed for (fp32): alpha = 6.226637; beta = 1.556659; gamma = 0.7783296; diff = 5.960464e-08; 991/1000
Check failed for (fp32): alpha = 6.245486; beta = 1.561372; gamma = 0.7806858; diff = 6.146729e-08; 994/1000
Check failed for (fp32): alpha = 6.258053; beta = 1.564513; gamma = 0.7822566; diff = 9.126961e-08; 996/1000
Check failed for (fp32): alpha = 6.270619; beta = 1.567655; gamma = 0.7838274; diff = 1.043081e-07; 998/1000
Check failed for (fp32): alpha = 6.276902; beta = 1.569226; gamma = 0.7846128; diff = 6.565824e-08; 999/1000
Check failed for (fp32): alpha = 6.283185; beta = 1.570796; gamma = 0.7853982; diff = 8.498178e-08; 1000/1000
Epsilon (fp32): 5.96046e-08
Failed: 534; OK: 1467
